PATH;;;;;;;;;;;;Category
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2469.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_713.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1007.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1176.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2604.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2343.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1372.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2700.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1612.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2620.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2924.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2672.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1675.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1961.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2224.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_333.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_885.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2176.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_75.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_95.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2681.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2073.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_465.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_604.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_140.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1730.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_429.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1563.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1562.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1052.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1630.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1895.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2506.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1797.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_443.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_253.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1022.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1798.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1716.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_8.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_418.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2207.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_884.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_150.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_665.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_698.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2803.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_914.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1081.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_752.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_210.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2970.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2404.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2455.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_742.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_951.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_152.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1821.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2800.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_622.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1355.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_137.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1167.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1599.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_299.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2139.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1032.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_455.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1875.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2300.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1298.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_88.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2713.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_296.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_361.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_549.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2609.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2817.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2284.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2384.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2731.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_430.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_527.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1878.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_477.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2682.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1771.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_532.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_103.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2551.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2246.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1972.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2302.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1471.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1709.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_122.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1147.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1519.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_489.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1898.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_680.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1117.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1205.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1837.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_897.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2089.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1097.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2837.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1159.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_504.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1433.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1681.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_861.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2372.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_928.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1238.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_794.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1927.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2638.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1300.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_175.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1553.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_688.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1905.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2904.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_431.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2702.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1570.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2451.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2893.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_454.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2801.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_810.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_1197.jpg;;;;;;;;;;;;AnnualCrop
/work/cvcs2024/air_pollution_prediction/Eurosat/AnnualCrop/AnnualCrop_2751.jpg;;;;;;;;;;;;AnnualCrop
