Country,Air Pollution Level,Air Quality Station Type,Longitude,Latitude,Altitude,City,City Population,PATH
Italy,28.818,Traffic,10.3367,44.7883,55.0,Parma,200455.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/26.jpg
Italy,32.298,Traffic,11.2314,43.7858,41.0,Firenze,366927.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/27.jpg
Italy,33.084,Traffic,9.3958,45.8494,214.0,Lecco,48058.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/28.jpg
Italy,29.684,Traffic,9.1469,45.1856,77.0,Pavia,71882.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/29.jpg
Italy,17.02,Background,11.355,44.4833,43.0,Bologna,395416.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/30.jpg
Italy,28.416,Traffic,11.6131,44.8425,8.0,Ferrara,132899.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/31.jpg
Italy,19.304,Background,12.913,41.464,18.0,Latina,127037.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/32.jpg
Italy,26.972,Traffic,12.6559,45.9626,30.0,Pordenone,51733.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/33.jpg
Italy,24.099,Traffic,13.789,45.6544,24.0,Trieste,201613.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/34.jpg
Italy,28.46,Traffic,8.8203,45.8169,388.0,Varese,80724.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/35.jpg
Italy,27.252,Traffic,14.7697,40.6839,35.0,Salerno,131556.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/36.jpg
Italy,16.711,Background,10.7914,44.5394,118.0,Sassuolo,40278.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/37.jpg
Italy,21.907,Traffic,13.2297,46.0708,116.0,Udine,100170.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/38.jpg
Italy,17.581,Background,16.2861,41.3167,15.0,Barletta,93275.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/39.jpg
Italy,25.306,Traffic,10.9639,45.4453,62.0,Verona,259087.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/40.jpg
Latvia,7.862,Background,21.0144,56.4963,2.0,Liepaja,68313.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/41.jpg
Italy,41.91,Traffic,14.2513,40.8542,46.0,Napoli (greater city),2855958.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/42.jpg
Italy,23.392,Background,12.2386,45.6725,15.0,Treviso,85456.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/43.jpg
Italy,29.011,Traffic,12.2208,45.4756,2.0,Venezia,258685.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/44.jpg
Lithuania,23.894,Traffic,23.9862,54.8951,31.0,Kaunas,289364.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/45.jpg
Italy,20.925,Background,11.5397,45.5606,36.0,Vicenza,109855.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/46.jpg
Italy,18.495,Traffic,14.7855,40.9188,357.0,Avellino,53346.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/47.jpg
Italy,23.004,Traffic,8.4729,44.3127,12.0,Savona,59439.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/48.jpg
Italy,18.54,Background,14.3447,41.0844,68.0,Caserta,73984.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/49.jpg
Italy,29.978,Traffic,11.8906,45.4333,11.0,Padova,210077.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/50.jpg
Italy,12.472,Background,11.8889,43.4611,260.0,Arezzo,98259.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/51.jpg
Netherlands,20.458,Industrial,4.3552,51.8674,1.0,Greater Rotterdam,1232747.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/52.jpg
Italy,10.958,Background,17.2253,40.4233,10.0,Taranto,191050.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/53.jpg
Italy,23.395,Traffic,9.8187,44.1016,3.0,La Spezia,92550.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/54.jpg
Italy,18.707,Background,14.9758,40.6111,70.0,Battipaglia,50411.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/55.jpg
Italy,15.621,Traffic,10.1328,44.0311,42.0,Massa,67579.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/56.jpg
Italy,28.517,Traffic,14.2131,42.4664,9.0,Pescara,119862.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/57.jpg
Lithuania,25.585,Traffic,25.2894,54.7153,119.0,Vilnius,561836.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/58.jpg
Italy,20.775,Traffic,9.115,39.2358,33.0,Cagliari,151005.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/59.jpg
Lithuania,12.036,Background,24.3656,55.725,52.0,Panevezys,85885.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/60.jpg
Italy,21.116,Background,16.8597,41.1006,10.0,Bari,315284.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/61.jpg
Italy,19.662,Background,8.6232,44.9203,91.0,Alessandria,92876.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/62.jpg
Italy,17.257,Traffic,17.9478,40.6342,10.0,Brindisi,84465.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/63.jpg
Poland,17.907,Background,17.0293,51.1294,114.0,Wroclaw,640648.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/64.jpg
Norway,14.228,Background,10.3936,63.4304,30.0,Trondheim,179692.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/65.jpg
Norway,10.321,Background,7.9918,58.1489,12.0,Kristiansand,84476.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/66.jpg
Poland,24.239,Traffic,17.9879,53.1218,47.0,Bydgoszcz,350178.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/67.jpg
Italy,46.79,Traffic,7.6953,45.1041,233.0,Torino,857910.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/68.jpg
Italy,19.025,Background,8.2055,44.9089,150.0,Asti,75051.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/69.jpg
Norway,15.399,Traffic,10.7246,59.9323,61.0,Oslo,623966.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/70.jpg
Poland,12.279,Background,19.5298,51.758,235.0,LÃ³dz,685285.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/71.jpg
Poland,10.147,Background,15.7656,50.9134,345.0,Jelenia GÃ³ra,79480.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/72.jpg
Norway,14.1,Background,5.3127,60.3959,35.0,Bergen,267950.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/73.jpg
Netherlands,23.064,Industrial,4.8321,52.4202,1.0,Greater Amsterdam,996915.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/74.jpg
Italy,14.369,Background,12.6517,42.5522,138.0,Terni,110003.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/75.jpg
Italy,45.247,Traffic,15.0972,37.5158,38.0,Catania,296266.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/76.jpg
Italy,20.391,Background,15.5478,41.4539,76.0,Foggia,149673.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/77.jpg
Italy,14.903,Background,13.3831,42.3642,673.0,L'Aquila,70019.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/78.jpg
Italy,10.661,Background,14.7145,36.9263,598.0,Ragusa,71438.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/79.jpg
Italy,30.653,Background,14.6747,41.5542,650.0,Campobasso,48337.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/80.jpg
Poland,17.509,Background,22.5691,51.2594,191.0,Lublin,339682.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/81.jpg
Poland,16.939,Industrial,19.3687,51.668,186.0,Pabianice,65283.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/82.jpg
Poland,17.08,Background,16.1805,51.2045,122.0,Legnica,99752.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/83.jpg
Poland,18.562,Traffic,18.7621,53.4935,23.0,Grudziadz,95045.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/84.jpg
Italy,13.648,Background,10.4017,43.7389,5.0,Pisa,90036.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/85.jpg
Italy,22.167,Traffic,11.1053,43.8747,62.0,Prato,194223.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/86.jpg
Italy,12.845,Background,11.1192,42.7786,10.0,Grosseto,81912.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/87.jpg
Italy,33.795,Traffic,10.3297,43.5547,9.0,Livorno,157017.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/88.jpg
Poland,13.51,Background,18.6661,53.0286,64.0,Torun,202074.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/89.jpg
Poland,12.845,Background,23.2902,50.7166,226.0,Zamosc,63813.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/90.jpg
Poland,27.283,Background,19.9492,50.0106,223.0,KrakÃ³w,771069.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/91.jpg
Poland,12.487,Background,19.0445,52.6374,60.0,Wloclawek,110802.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/92.jpg
Poland,26.703,Traffic,20.9926,50.0183,216.0,TarnÃ³w,109062.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/93.jpg
Italy,13.556,Background,13.5086,43.6117,100.0,Ancona,99077.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/94.jpg
Italy,9.987,Background,8.5761,40.7244,275.0,Sassari,125273.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/95.jpg
Netherlands,21.883,Industrial,4.6018,52.463,1.0,Greater Haarlem,280309.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/96.jpg
Netherlands,15.817,Background,5.8569,51.8382,30.0,Nijmegen,176731.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/97.jpg
Netherlands,19.872,Traffic,5.1205,52.0677,1.0,Greater Utrecht,450062.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/98.jpg
Latvia,23.759,Traffic,24.1212,56.9609,5.0,Riga,621120.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/99.jpg
Poland,12.172,Background,16.2697,50.7687,424.0,Walbrzych,112594.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/100.jpg
Poland,14.581,Background,19.4212,51.8567,189.0,Zgierz,56529.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/101.jpg
Poland,17.5,Background,15.2287,52.7382,22.0,Gorzów Wielkopolski,123921.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/102.jpg
Poland,11.754,Background,22.0544,53.1814,128.0,Lomza,63000.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/103.jpg
Poland,22.052,Background,20.6337,50.879,269.0,Kielce,195774.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/104.jpg
Portugal,15.416,Background,-8.8731,38.5306,15.0,Setúbal,115126.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/105.jpg
Poland,18.672,Background,18.9902,50.0999,252.0,Tychy,127831.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/106.jpg
Poland,23.778,Background,18.975,50.2646,273.0,Katowice,294510.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/107.jpg
Poland,10.609,Background,17.9503,50.6769,173.0,Opole,128137.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/108.jpg
Poland,11.245,Background,19.4109,54.1678,15.0,Elblag,120142.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/109.jpg
Poland,14.747,Background,19.1301,50.8364,265.0,Czestochowa,222292.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/110.jpg
Portugal,14.113,Background,-9.1644,38.8297,10.0,Lisboa (greater city),1872036.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/111.jpg
Poland,25.807,Traffic,19.0486,49.8021,333.0,Bielsko-Biala,171259.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/112.jpg
Poland,17.979,Background,21.1475,51.3991,159.0,Radom,213029.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/113.jpg
Poland,11.176,Background,20.4861,53.7892,120.0,Olsztyn,172362.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/114.jpg
Poland,12.736,Background,14.6633,53.381,10.0,Szczecin,402465.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/115.jpg
Poland,18.768,Background,18.7724,50.3165,255.0,Zabrze,173374.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/116.jpg
Poland,18.653,Background,19.1844,50.286,250.0,Sosnowiec,202036.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/117.jpg
Poland,12.734,Background,16.7596,53.1544,63.0,Pila,73398.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/118.jpg
Poland,17.853,Background,21.0338,52.1608,102.0,Warszawa,1777972.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/119.jpg
Poland,17.628,Background,16.9595,52.3982,67.0,Poznan,536438.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/120.jpg
Poland,14.369,Background,18.0491,51.7479,140.0,Kalisz,100975.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/121.jpg
Portugal,10.249,Background,-16.9183,32.6497,0.0,Funchal,104024.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/122.jpg
Poland,11.079,Background,16.2117,54.1941,44.0,Koszalin,107321.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/123.jpg
Romania,22.069,Traffic,28.0186,45.4204,51.0,Galati,304050.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/124.jpg
Romania,14.13,Traffic,24.8546,44.8701,283.0,Pitesti,173985.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/125.jpg
Romania,25.135,Background,23.5966,46.775,336.0,Cluj-Napoca,324960.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/126.jpg
Romania,23.034,Industrial,25.4666,44.9152,273.0,Târgovi?te,91884.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/127.jpg
Romania,24.021,Industrial,25.6257,45.6516,580.0,Brasov,289360.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/128.jpg
Romania,25.947,Traffic,25.9721,43.9115,24.0,Giurgiu,67121.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/129.jpg
Poland,9.832,Background,22.3483,53.8284,133.0,Elk,61928.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/130.jpg
Portugal,18.847,Background,-8.5528,41.2067,140.0,Porto (greater city),955864.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/131.jpg
Romania,13.393,Industrial,23.6142,47.6707,258.0,Baia Mare,145444.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/132.jpg
Romania,31.574,Background,27.5819,47.151,42.0,Iasi,378954.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/133.jpg
Romania,31.477,Traffic,26.034,44.922,145.0,Ploiesti,227445.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/134.jpg
Romania,36.377,Traffic,21.2205,45.7776,89.0,Timisoara,328186.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/135.jpg
Romania,21.603,Background,21.9272,47.0687,128.0,Oradea,221407.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/136.jpg
Romania,22.959,Background,24.5596,46.541,329.0,Târgu Mure?,147674.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/137.jpg
Romania,26.516,Traffic,21.335,46.1811,107.0,Arad,176846.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/138.jpg
Romania,23.169,Background,26.8186,45.1541,98.0,Buzau,132288.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/139.jpg
Romania,16.709,Background,26.249,47.6493,375.0,Suceava,124589.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/140.jpg
Romania,22.69,Background,24.1535,45.785,432.0,Sibiu,168697.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/141.jpg
Romania,17.028,Background,24.3698,45.0827,226.0,Râmnicu Vâlcea,117776.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/142.jpg
Slovakia,31.797,Traffic,17.1289,48.1584,136.0,Bratislava,437726.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/143.jpg
"Spain,17.859,Industrial,-5.3484,36.1594,1.0,La Línea de la Concepción                                                      "",63630.0;;;;;;;;;;;/work/cvcs2024/air_pollution_prediction/SENTINEL_2/144.jpg",,,,,,,,.jpg
Portugal,11.281,Background,-9.3472,38.785,173.0,Sintra,391402.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/145.jpg
Portugal,21.067,Traffic,-8.3381,41.2075,184.0,Paredes,86067.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/146.jpg
Portugal,13.812,Traffic,-8.6467,40.6356,16.0,Aveiro,78734.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/147.jpg
Portugal,9.821,Background,-8.4108,40.2069,138.0,Coimbra,134166.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/148.jpg
Poland,10.211,Background,18.4933,54.5608,70.0,Gdynia,246309.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/149.jpg
Poland,27.02,Traffic,22.0047,50.0407,202.0,Rzeszów,191564.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/150.jpg
Portugal,16.198,Background,-9.0403,38.8961,22.0,Vila Franca de Xira,141957.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/151.jpg
Slovakia,24.095,Traffic,18.0413,48.8965,214.0,Tren?ín,55383.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/152.jpg
Spain,7.986,Industrial,-15.4276,27.8155,15.0,Santa Lucía de Tirajana,74602.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/153.jpg
Spain,17.286,Industrial,-4.7339,41.6561,691.0,Valladolid,299265.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/154.jpg
Spain,24.617,Industrial,-8.4249,43.3542,65.0,A Coruña,247604.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/155.jpg
Spain,24.457,Industrial,-3.801,40.2815,674.0,Madrid,5098717.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/156.jpg
Sweden,11.746,Background,11.9702,57.709,31.3,Göteborg,564039.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/157.jpg
Sweden,16.71,Traffic,18.0583,59.3408,8.0,Stockholm (greater city),1745766.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/158.jpg
Sweden,12.215,Traffic,16.5359,59.6077,30.0,Västerås,150134.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/159.jpg
Sweden,19.918,Traffic,17.6211,59.1981,28.0,Sodertalje,75773.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/160.jpg
Sweden,19.26,Traffic,13.006,55.5844,11.0,Malmö,333633.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/161.jpg
Sweden,22.175,Traffic,17.6463,59.8571,15.0,Uppsala,219914.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/162.jpg
Switzerland,17.879,Background,7.5821,47.5659,260.0,Basel (greater city),342698.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/163.jpg
Poland,17.39,Background,18.6353,54.3533,51.0,Gdansk,466631.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/164.jpg
Poland,13.977,Background,18.2689,52.2256,100.0,Konin,74151.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/165.jpg
Italy,33.747,Traffic,10.9047,44.636,39.0,Modena,189013.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/166.jpg
Italy,27.247,Traffic,9.6933,45.0489,61.0,Piacenza,104260.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/167.jpg
Italy,25.983,Traffic,12.0564,44.215,26.0,Forlì,118292.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/168.jpg
Sweden,6.671,Background,13.2008,55.7008,60.0,Lund,121274.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/169.jpg
Sweden,16.44,Traffic,12.7094,56.0431,24.8,Helsingborg,143304.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/170.jpg
Sweden,6.353,Background,16.1893,58.592,28.0,Norrköping,140927.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/171.jpg
Belgium,22.845,Background,4.4285,51.2286,0.0,Antwerpen,530014.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/172.jpg
Belgium,24.912,Traffic,4.4833,51.0204,0.0,Mechelen,86911.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/173.jpg
Belgium,22.675,Traffic,3.735,51.0407,8.0,Gent,263687.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/174.jpg
Belgium,20.832,Background,4.4522,50.4093,115.0,Charleroi,203314.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/175.jpg
Bulgaria,18.404,Background,26.9384,43.2682,212.0,Shumen,75442.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/176.jpg
Bulgaria,14.343,Background,23.5574,43.208,363.0,Vratsa,51674.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/177.jpg
Bulgaria,11.868,Background,24.7652,42.1429,166.0,Plovdiv,347851.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/178.jpg
Romania,23.272,Industrial,28.6238,44.1494,39.0,Constanta,313021.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/179.jpg
Portugal,31.811,Traffic,-8.2964,41.4497,185.0,Guimarães,152309.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/180.jpg
Portugal,8.21,Background,-7.9267,37.015,4.0,Faro,61015.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/181.jpg
Sweden,13.13,Traffic,15.6301,58.4124,46.0,Linköping,158520.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/182.jpg
Bulgaria,24.257,Background,23.311,42.7323,534.0,Sofia,1242568.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/183.jpg
Bulgaria,12.916,Industrial,27.3751,42.5189,6.0,Burgas,201779.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/184.jpg
Bulgaria,21.53,Background,25.9641,43.8514,41.0,Ruse,141231.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/185.jpg
Bulgaria,15.034,Background,23.0978,42.0019,414.0,Blagoevgrad,68679.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/186.jpg
Luxembourg,21.732,Traffic,6.1172,49.5935,293.0,Luxembourg,115227.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/187.jpg
Netherlands,11.564,Background,5.9869,50.9003,98.0,Greater Heerlen,198168.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/188.jpg
Lithuania,24.628,Traffic,21.1795,55.69,12.0,Klaipeda,149116.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/189.jpg
Bulgaria,15.186,Background,24.6243,43.409,100.0,Pleven,95086.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/190.jpg
Croatia,39.62,Traffic,15.9741,45.8003,0.0,Zagreb,806772.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/191.jpg
